OD_values,mean_v,std_v
0.0,8.321917808219178,0.4973714563701004
0.004,11.866666666666667,0.34107344692436553
0.009,10.80327868852459,0.39915912157366
0.048,31.88888888888889,0.37495275590532434
0.07,52.07142857142857,0.25869686299618505
0.093,71.00662251655629,0.270719750337795
0.189,127.79130434782608,0.5042912722441588
0.407,237.22413793103448,0.5122194994259823
0.622,309.3076923076923,0.4842554705080294
0.957,368.1862745098039,0.3912506516456217
